room_id,rt60_target,rt60_achieved,distance_m,replicate,seed,snr_condition,utterance,config_id,delay,taps,stoi,si_sdr_db,runtime_s,numerical_failure,signal_failure,warnings
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1743-142912-0013,C9,4,30,0.9152561550447551,8.996137073425798,6.844,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1098-133695-0069,baseline,,,0.8565890510848521,9.642053650292139,,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1098-133695-0069,C1,2,10,0.8276884061460179,7.133897030000766,1.485,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1098-133695-0069,C2,2,20,0.8264029397017582,7.097771961971037,2.923,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1098-133695-0069,C3,2,30,0.8276262317855352,7.124136690668901,7.682,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1098-133695-0069,C4,3,10,0.8382799377785466,7.964298250676853,1.542,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1098-133695-0069,C5,3,20,0.8368036640555523,7.926888217769451,3.219,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1098-133695-0069,C6,3,30,0.8378750631208793,7.956871032867404,8.396,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1098-133695-0069,C7,4,10,0.8474665017209088,8.855994582182756,1.504,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1098-133695-0069,C8,4,20,0.8465226908472337,8.868253687898358,2.91,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1098-133695-0069,C9,4,30,0.8471917705090759,8.906990329003913,8.494,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,6848-252323-0022,baseline,,,0.8280652322376553,9.271864223765467,,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,6848-252323-0022,C1,2,10,0.7909136696856661,5.879259520007121,1.642,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,6848-252323-0022,C2,2,20,0.7868984739859515,5.629898937019076,2.867,False,False,
